	TITLE	CATEGORY
1383	CORRECTED-UPDATE 1-Shire, AbbVie to announce $53 bln merger by Friday  ...	b
1384	Harrison Ford, Carrie Fisher and Mark Hamill Are All In London, But Is It For Star  ...	e
1385	Jenna Dewan-Tatum Shows Off Post-Pregnancy Figure In Nude Allure Photo  ...	e
1386	SouFun Tumbles in New York on Commission Concern	b
1387	REFILE-Apple's new retail chief granted $68 mln in restricted stock	b
1388	Factbox: Using the data on Medicare's payments to doctors	m
1389	UPDATE 3-Credit Suisse in talks to pay $1.6 bln to resolve US tax probe -source	b
1390	5 Reasons Why You Should Be Watching Orphan Black	e
1391	NSA 'Hijacked' Criminal Botnets To Install Spyware, Leaked Documents Reveal	t
1392	Microsoft Unveils New Version of Surface Pro Tablet	t
1393	Yahoo sees flat 2nd quarter as revenue growth remains elusive	b
1394	'Game Of Thrones' Finale Thoughts: Will This Good Show Ever Be Great?	e
1395	New York's MTA, unions to continue talks Thursday to avert strike	b
1396	REFILE-UPDATE 3-Microsoft targeted in apparent Chinese anti-trust probe	t
1397	Asia stocks subdued, Nikkei weak on profit taking	b
1398	GLOBAL MARKETS-Shares, dollar slide on Ukraine scare; gold rises	b
1399	'Noah' Set To Storm The UK Box Office As Emma Watson and Co Attend London  ...	e
1400	BlueBay, BlackRock See Euro-Area Bond Rally Fading Out	b
1401	Miley Cyrus - Miley Cyrus and Flaming Lips record Beatles cover	e
1402	10 Royal Recipes for a Game of Thrones Feast	e
1403	Orbital Sciences Surges Out of Elon Musk's Shadow in Space Race	b
1404	The Feds Go After FedEx for Shipping Drugs	b
1405	Tesla's China Exports to Be Quarterly Bright Spot, Barclays Says	t
1406	Industrial Production in US Increases More Than Forecast	b
1407	"Weekend Box Office Update: ""Rio 2"" Soars, ""Transcendence"" Flops"	e
1408	MannKind Tops Decade Effort With US Approval of Insulin	m
1409	Ryan Gosling debut fails to light Cannes critics' fire	e
1410	Fiat investors approve merger into Dutch-registered Fiat Chrysler Automobiles	b
1411	Search plane spots objects in new search area for Malaysian plane	b
1412	Shaun White Gave One Teen At Mount Saint Joseph Prom The Surprise Of A  ...	e
1413	Yellen's Six Months Fade as She Stresses Policy Flexibility	b
1414	EBay Forecasts Sales That Miss Analysts' Highest Estimates (3)	b
1415	Women Feel More Stress At Home Than At Work, Study Finds	m
1416	US STOCKS SNAPSHOT-Dow closes at a record high, buoyed by IBM	b
1417	Brad Pitt To Star As General McChrystal In Adaptation Of Michael Hastings' 'The  ...	e
1418	France wants better Alstom offers - source	b
1419	David Lynch Does The Most David Lynch Ice Bucket Challenge Ever	e
1420	US STOCKS-Earnings, healthcare give Wall St sixth straight gain	b
1421	Fifty Shades Of Grey Trailer Reaches Viral Status: Most Watched Trailer Of 2014	e
1422	Edge of Tomorrow clever, funny action	e
1423	Cloning used to make stem cells from adult humans in diabetes breakthrough	m
1424	Google Diversity Data Shows Company Is Mostly White, Male	t
1425	Randall Miller - Randall Miller And Wife Surrender To Police Over Midnight  ...	e
1426	Google And Novartis Have Plans For 'Smart' Contact Lenses	t
1427	WRAPUP 2-US 2nd-quarter growth forecasts cut on tepid consumer spending	b
1428	GLOBAL MARKETS-Upbeat China PMI boosts Asia equities, Aussie; oil up on Iraq	b
1429	Selena Gomez Fires Her Parents: Heres Five Stars Who Did The Same	e
1430	Doctor Credits Google Glass For Saving This Patient's Life	t
1431	Miley Cyrus Pays Tribute To Her Late Dog Floyd By Getting New Tattoo	e
1432	Miley Cyrus Postpones US Bangerz Dates Until August As She Recovers In  ...	e
1433	'Game Of Thrones' Season 4 Episode 7 Recap: 'Mockingbird'	e
1434	Angelina Jolie's Daughter, Vivienne, The Only Child Not To Cry At 'Maleficent  ...	e
1435	Beloved Young Adult Writer Walter Dean Myers Dies At 76	e
1436	UPDATE 5-Oil drops on signs of rising supply; Brent below $111	b
1437	GLOBAL MARKETS-China shares lead Asia higher, dollar buoyed	b
1438	UPDATE 2-Mattel sales fall as Barbie stumbles again	b
1439	Brent Falls to 3-Week Low as Libya Rebels Reopen Ports	b
1440	Swiss stocks - Factors to watch on July 14	b
1441	NML Slams Argentina's 'Brazen Step' to Pay Bondholders	b
1442	Yen Rebounds as Asia Stocks Drop Before ECB; Oil Retreats	b
1443	Virgin's Branson Urges Young Mexicans to Dump Carlos Slim	b
1444	Blended: A Barrymore-Sandler Reunion - How Did This Start?	e
1445	Lack of sun raises early death risk for middle-aged: Over-55s with Vitamin D  ...	m
1446	India Is Polio-Free After 3 Years Of No New Cases	m
1447	UPDATE 1-Retailer Michaels Stores confirms payment card data breach	b
1448	GM Tells Dealers To Stop Selling Chevrolet Cruzes Because Of Airbag Problem	t
1449	Game Of Thrones renewed for TWO more seasons after smash hit return	e
1450	UPDATE 1-US considers drone licenses for film and TV producers	b
1451	TREASURIES-Yields rise from one-year lows	b
1452	Crisis Has Been Overcome, Even if Europe Is Still Not Out of the Woods	b
1453	US STOCKS-Futures point to lower open after weak GDP report	b
1454	UPDATE 2-US FAA review says Boeing 787 Dreamliner is safe	b
1455	Captain America: Winter Soldier stays top of the box office for second week  ...	e
1456	Game of Thrones Episode 3 Recap: Whodunit? Who Cares?	e
1457	Demi Lovato - Demi Lovato's nude photos leak online after boyfriend's Twitter is  ...	e
1458	Paul Walker - Paul Walker's Younger Brother: 'Death Still Doesn't Feel Real'	e
1459	Ohio Senate Panel Approves Compromise on Tesla Direct Sales (2)	b
1460	Target names new head of troubled Canadian operations	b
1461	Selena Gomez - Selena Gomez is 'different' around Justin Bieber	e
1462	The New York Times Focuses New Digital Subscriptions On Mobile	t
1463	Nasdaq Just Plummeted And Everyone's Asking The Same Question	b
1464	Planet 17 Times Heavier Than Earth Found by Kepler Probe	t
1465	Hedging $150 Billion Yuan Bets in Focus on Swings: China Credit	b
1466	Khloe Kardashian reveals bleached waist-length locks	e
1467	India 10-yr bond yield hits 7-wk low; bonds gain for 4th straight day	b
1468	UPDATE 2-Prolific US character actor Eli Wallach dies at 98 - NYT	e
1469	US STOCKS-Wall St edged higher, S&P set to close week lower	b
1470	Sara Gilbert and Linda Perry's wedding included the entire Talk crew	e
1471	Save the Met #weareopera	e
1472	Awkward? Beyonce And Solange Attend First Party Since Elevator Bust-Up	e
1473	Only 1 in 5 Americans believe in the Big Bang while just than a third think climate  ...	t
1474	Rob Kardashian deletes all of his tweets following Kimye wedding snub... as he  ...	e
1475	Madonna To Direct 'AdÃ©: A Love Story' Despite Failure Of 'W.E.'	e
1476	Boeing Wins $8.8 Billion BOC Order on Asia Lease Demand	b
1477	UPDATE 3-US FCC extends 1st deadline to comment on net neutrality	t
1478	Reese Witherspoon slurs to Cara Delevingne in drunken Instagram video	e
1479	UPDATE 1-European Union moves to end smartphone patent wars	t
1480	UPDATE 3-BMW's $1 billion plant surfs Mexican investment wave	b
1481	North Korea Regime Already Criticizing 'The Interview'	e
1482	Dueling, Google, and the 'Right to Be Forgotten'	t
1483	Hungary's banks say new law on loans hurts legal safety	b
1484	People Hate Being Bored So Much, They'll Do Almost Anything To Avoid It (Even  ...	m
1485	US STOCKS-Futures edge higher after selloff, but concerns remain	b
1486	Billboard Music Awards 2014: Stars Heat Up The Red Carpet	e
1487	Pound Pares Drop as Putin Says Russia Not Planning Ukraine Split	b
1488	Arnold Schwarzenegger re-enacts famous lines in QVC spoof on Jimmy Fallon	e
1489	Rolf Harris faces being stripped of honours awarded by the Queen and will lose  ...	e
1490	Most Uninsured Americans Don't Know About Upcoming Obamacare Deadline	b
1491	Barclays CEO Vows to Investigate 'Serious Charges' on Dark Pool	b
1492	French April Industry Growth Cools as New Business Stagnates (1)	b
1493	BOE Gets Management Shakeup as Carney Revamps Institution	b
1494	RPT-UPDATE 1-China June HSBC flash PMI shows first expansion in 6 months  ...	b
1495	Usher leaves victorious as protege Josh Kaufman wins The Voice	e
1496	Facebook finally apologises for secretly manipulating nearly 1m people's  ...	t
1497	Can healthy dose of vitamin D in sunshine reduce your blood pressure?	m
1498	'Magic School Bus' To Be Rebooted By Netflix For New Generation	e
1499	'I'm going after Shakespeare and Disney!' Kanye West compares himself to  ...	e
1500	No More Mother's Day for Me: I Remember Mom	e
1501	Spanish Bond Gain Pushes Yield to Eight-Year Low After Draghi	b
1502	Wall Street's Ties to Putin Threatened as Sanctions Bite	b
1503	China Q1 economic growth slows to 7.4 pct	b
1504	Fox News' Bob Beckel Calls The Bachelorette A 'Slut'	e
1505	US STOCKS SNAPSHOT-Wall Street tumbles on Fed rate angst	b
1506	UPDATE 1-SanDisk to buy Fusion-io for $1.1 bln	b
1507	'I've got it': Must-watch video that shows proud 2-year-old walk for first time with  ...	m
1508	A Week In News: L'Wren Scott, A Middle Finger Lawsuit, And A Clever Pooch  ...	e
1509	HP Seen Suing Ex-Autonomy Officers, Not Its Own, Over Merger (1)	b
1510	Tracy Morgan - Tracy Morgan is 'doing better' after crash	e
1511	Climate Change This Week: US Climate Report Card, Climate Action Day and  ...	t
1512	CORRECTED-IMF still sees advantage for 'too important to fail' banks	b
1513	Lea Michele has a Marilyn Monroe moment as her peach dress blows up on the  ...	e
1514	Obama Moves Closer to Seismic Testing for Oil in Atlantic	t
1515	PF Chang's Investigating Breach of Card Data	b
1516	U.S. Childhood Obesity Rates Have Actually Increased Over The Past 14 Years  ...	m
1517	Swiss regulator says Credit Suisse management didn't know of misconduct	b
1518	US STOCKS-Wall St ends higher but biotech selloff weighs	b
1519	Bachelorette - Andrew Rannells To Replace Harris In Hedwig	e
1520	UPDATE 2-'Shield' actor Michael Jace arrested for murder of wife	e
1521	Justin Bieber 'takes Selena Gomez's frenemy Kendall Jenner to sushi dinner	e
1522	UPDATE 2-Data storage firm Box files for US IPO of about $250 mln	b
1523	UPDATE 1-Crafts retailer Michaels makes lackluster market debut	b
1524	NEW YORK (AP) — People magazine has named Lupita Nyong'o as the  ...	e
1525	Robin Thicke, Please Check Your White Privilege	e
1526	Competing with her daughter much? Kris Jenner posts sexy red bikini photo day  ...	e
1527	"TIMELINE-The FX ""fixing"" scandal"	b
1528	GM Sales Up Despite Recalling Nearly 29 Million Cars This Year	t
1529	The Supreme Court's Latest Greenhouse-gas Ruling Is a 97 Percent Victory for  ...	b
1530	UPDATE 2-L'Oreal settles over skin care ads that US termed deceptive	m
1531	UPDATE 1-Relativity Media takes on Disney with Maker Studios bid	b
1532	This Is What Happens When You Marry A 'Game Of Thrones' Fan	e
1533	How Liza Minnelli's Rep Reacted To Shia LaBeouf's 'Cabaret' Arrest	e
1534	'Dirty' American Apparel CEO will sue the company for 'wrongful termination' as  ...	b
1535	Sarepta to start new trials on muscle disorder drug	m
1536	PRESS DIGEST- British Business - March 26	b
1537	Dogs' Cancer-Sniffing Snouts Offering 90%-Plus Accuracy: Health	m
1538	'Mad Men' Recycled A Location On 'The Monolith' Last Night	e
1539	UPDATE 1-'Jump Street' guns down 'Dragon' to lead weekend box office	e
1540	Exor says Fiat held no merger talks with Volkswagen	b
1541	Iran builds life-size replica of nuclear-powered U.S. Nimitz-class aircraft carrier  ...	b
1542	UPDATE 2-Sony sells more than 7 million PlayStation 4 consoles	t
1543	Yahoo Forecasts Sales That Meet Estimates as Alibaba Gains (3)	b
1544	Gene Simmons - Gene Simmons Wants Fans To Plan 40th Anniversary Project	e
1545	Terry Richardson: 'I'm Okay With Myself About Everything'	e
1546	Pregnant Hayden Panettiere reveals she's having a girl while glittering in silver  ...	e
1547	See Angelina Jolie's Daughter, Vivienne Jolie-Pitt, With Her Mom In 'Maleficent'	e
1548	Gold Jumps Most in 14 Weeks on Fed Interest-Rate Outlook	b
1549	Chevron defers comments on Apache, LNG projects to Friday call	b
1550	UPDATE 1-Chrysler, Ford say Canada auto sales up on trucks	b
1551	GM's Sales Speed Up, Even With Millions of Recalls in Tow	t
1552	UPDATE 1-HTC's profit surge slightly beats forecasts	b
1553	Consumer advocates seek to raise California cap on medical malpractice awards	m
1554	Justin Bieber 'will plead guilty to reckless driving' in DUI case but prosecutors will  ...	e
1555	Europe Wheat Yields Forecast in Study to Fall on Climate Warming	t
1556	Kendall Jenner flashes her toned midriff amid rumours she is shooting Calvin  ...	e
1557	Osborne touts UK recovery on return to skeptical IMF	b
1558	"Bryan Singer Announces Alibi, But It Won't Help ""X-Men"" Marketing"	e
1559	Kim Kardashian To Relaunch Music Career? Pop Hasn't Recovered From 'Jam  ...	e
1560	Full Moon On Friday The 13th Won't Happen Again Until 2049	t
1561	Facebook Seeks to Deliver Web Access Via Drones, Satellites	t
1562	Animal Welfare Activists Picket Liam Neeson's NYC Home Over Carriage Horse  ...	e
1563	"Jenny McCarthy Defends Comments Against Huge Backlash: ""I'm Not 'Anti  ..."	m
1564	Actor Gary Oldman not defending remarks by Gibson, Baldwin: manager	e
1565	Of Course Mike 'The Situation' Sorrentino Was Arrested In A Tanning Salon	e
1566	The Screwball Indie Murder Mystery You Always Wanted	e
1567	McDonald's Unhappy Image	b
1568	Tv - Nick Lachey's Wife Pregnant With Baby Girl	e
1569	Apple seeks deal with Comcast that could revolutionize video streaming	t
1570	RPT-Fitch Downgrades Krayinvestbank to 'B'; Affirms Viability Rating at 'b-'	b
1571	Wall Street edges up, pushing S&P 500 near record	b
1572	UPDATE 2-Alcoa to buy aerospace company Firth Rixson	b
1573	Salesforce takes on healthcare with new apps, alliances	b
1574	"Reason #23435 To Like Chris Pratt - ""Guardians Of The Galaxy"" Star Connects  ..."	e
1575	GRAINS-Wheat falls on easing Ukraine tensions, soy rises from 1-month low	b
1576	How to Convince a Loved One With Alzheimer's Symptoms to Go to the Doctor	m
1577	Kim Kardashian - Kim Kardashian Vows To Fight Racism	e
1578	FOREX-Euro subdued near two-week lows, wary of ECB	b
1579	REFILE--New BoE chief economist says odds favour hawks on rate hike	b
1580	Gross Says Income Will Replace Capital Gains in New Neutral	b
1581	GLOBAL MARKETS-US shares seen opening lower as tech giants stumble	b
1582	From X-Rated To X-Men? Channing Tatum Hints At Next Role	e
1583	WRAPUP 1-US economy contracts sharply, consumer spending revised down	b
1584	Puerto Rico power authority weighs financing options as bank deadline nears	b
1585	UPDATE 1-Canada's Amaya Gaming buys PokerStars owner for $4.9 bln	b
1586	Honeywell Tops Profit Estimates on Factory-Gear Demand	b
1587	Kate Winslet - Kate Winslet Named Baby After House Fire	e
1588	Game of Thrones' Tyrion Lannister goes on trial for King Joffrey's murder	e
1589	UPDATE 2-Hungary approves loan measure estimated to cost banks $2.6-$3.9  ...	b
1590	MONTGOMERY, Ala. (AP) — Alabama's latest unemployment rate is unchanged  ...	b
1591	US economic growth for 4Q is revised higher	b
1592	Draghi Says No Systemic Bubbles, Policy Appropriate	b
1593	NASA Launches Orbiting Carbon Observatory-2 Satellite To Monitor  ...	t
1594	GLOBAL MARKETS-Corporate results boost stocks, euro falls on inflation data	b
1595	Chrysler Pushes US Sales Streak to 50th Month on Jeeps	b
1596	Urban Outfitter shares take a spill	b
1597	US STOCKS-Wall St recedes from record, cyclicals fall	b
1598	'Neighbors' Parties Its Way To The Top Of The Weekend Box Office	e
1599	Miley Cyrus pours heart out on Twitter after mother buys her puppy to replace  ...	e
1600	UK warned of 'climate change flood of refugees'	t
1601	Angelina Jolie prepared to run for office but only if she can 'be effective'	e
1602	Former male model Michael Egan drops third sex abuse case leaving only  ...	e
1603	Australia Set to Fund Second Clean-Energy Project at Remote Mine	b
1604	L'wren Scott - L'Wrenn Scott's ashes divided between Mick Jagger and family	e
1605	'All My Children' Actor Dies	e
1606	UPDATE 1-US Fed's Tarullo calls for re-think of some new bank rules	b
1607	Freeway reopens after beams fall into lanes	b
1608	â€˜Extantâ€™ Premieres: Gearing Up For Halle Berryâ€™s Space Adventure	e
1609	Fitch Affirms Societe de Financement Local at 'AA', Outlook Stable	b
1610	US Wins WTO Dispute With China Over Autos, Parts	b
1611	Toyota Motor aims to double sales in China to 2 mln vehicles in future	b
1612	Sandra Bullock 'came face-to-face with stalker' after she found him stood outside  ...	e
1613	Pound Advances Against Euro as Draghi Says Ready to Act in June	b
